perplexity,min_samples,min_cluster_size,ari,noise_fraction,silhouette,n_clusters
2,1,2,0.0010323894344218573,0.16,-0.12550871074199677,19
2,2,2,-0.011500180118896726,0.16,-0.242472842335701,6
2,3,2,0.0037223306256295046,0.3333333333333333,-0.39156749844551086,3
2,4,2,0.016923230055108596,0.37333333333333335,-0.1245601698756218,3
2,5,2,0.007321759299326647,0.38666666666666666,-0.11131318658590317,2
2,6,2,-0.04627312669766947,0.21333333333333335,-0.04369807243347168,2
2,7,2,-0.0015349642526861862,0.8666666666666667,0.7768007516860962,2
2,8,2,0.021807827693859364,0.9066666666666666,0.8841914534568787,2
2,9,2,0.035387939333349994,0.9333333333333333,-0.26146847009658813,2
2,10,2,0.0,1.0,,0
2,11,2,0.0,1.0,,0
2,12,2,0.0,1.0,,0
2,13,2,0.03604973766973125,0.9066666666666666,-0.07645558565855026,2
2,14,2,-0.01581404196997447,0.7466666666666667,0.1629190444946289,2
2,15,2,0.0,1.0,,0
2,16,2,0.0,1.0,,0
2,17,2,0.0,1.0,,0
2,18,2,0.0,1.0,,0
2,19,2,0.0,1.0,,0
2,20,2,0.0,1.0,,0
2,21,2,0.0,1.0,,0
2,22,2,0.0,1.0,,0
2,23,2,0.0,1.0,,0
2,24,2,0.0,1.0,,0
2,25,2,0.0,1.0,,0
2,1,3,0.01575009804443531,0.26666666666666666,-0.11070705950260162,13
2,2,3,-0.011500180118896726,0.16,-0.242472842335701,6
2,3,3,0.019703460683613297,0.36,-0.022480877116322517,2
2,4,3,0.002499550675473312,0.8266666666666667,0.7818958759307861,2
2,5,3,0.03216954586493079,0.8533333333333334,0.7067766785621643,2
2,6,3,0.0,1.0,,0
2,7,3,-0.0015349642526861862,0.8666666666666667,0.7768007516860962,2
2,8,3,0.021807827693859364,0.9066666666666666,0.8841914534568787,2
2,9,3,0.0,1.0,,0
2,10,3,0.0,1.0,,0
2,11,3,0.0,1.0,,0
2,12,3,0.0,1.0,,0
2,13,3,0.0,1.0,,0
2,14,3,0.0,1.0,,0
2,15,3,0.0,1.0,,0
2,16,3,0.0,1.0,,0
2,17,3,0.0,1.0,,0
2,18,3,0.0,1.0,,0
2,19,3,0.0,1.0,,0
2,20,3,0.0,1.0,,0
2,21,3,0.0,1.0,,0
2,22,3,0.0,1.0,,0
2,23,3,0.0,1.0,,0
2,24,3,0.0,1.0,,0
2,25,3,0.0,1.0,,0
2,1,4,-0.017236442106213803,0.22666666666666666,-0.23331011831760406,3
2,2,4,-0.01906539768032558,0.2,-0.16115091741085052,4
2,3,4,0.019703460683613297,0.36,-0.022480884566903114,2
2,4,4,0.002499550675473312,0.8266666666666667,0.7818958759307861,2
2,5,4,0.03216954586493079,0.8533333333333334,0.7067766785621643,2
2,6,4,0.0,1.0,,0
2,7,4,-0.0015349642526861862,0.8666666666666667,0.7768007516860962,2
2,8,4,0.0,1.0,,0
2,9,4,0.0,1.0,,0
2,10,4,0.0,1.0,,0
2,11,4,0.0,1.0,,0
2,12,4,0.0,1.0,,0
2,13,4,0.0,1.0,,0
2,14,4,0.0,1.0,,0
2,15,4,0.0,1.0,,0
2,16,4,0.0,1.0,,0
2,17,4,0.0,1.0,,0
2,18,4,0.0,1.0,,0
2,19,4,0.0,1.0,,0
2,20,4,0.0,1.0,,0
2,21,4,0.0,1.0,,0
2,22,4,0.0,1.0,,0
2,23,4,0.0,1.0,,0
2,24,4,0.0,1.0,,0
2,25,4,0.0,1.0,,0
2,1,5,-0.017236442106213803,0.22666666666666666,-0.23331013321876526,3
