perplexity,min_samples,min_cluster_size,ari,noise_fraction,silhouette,n_clusters
30,10,50,0.0,0.1553219678032197,0.5161815285682678,333
30,25,50,0.0,0.185487701229877,0.6083149313926697,279
30,50,50,2.0093700575676733e-17,0.21007274272572743,0.6708666682243347,240
30,100,50,0.0,0.23495150484951505,0.704029381275177,152
30,250,50,0.0,0.2798282671732827,0.7423370480537415,81
30,500,50,4.267686357398816e-17,0.31116263373662634,,55
30,1000,50,0.0,0.3420970402959704,0.6501010656356812,40
30,10,100,1.9883483984364998e-17,0.18415658434156584,0.593426525592804,177
30,25,100,0.0,0.20143610638936107,0.6437702775001526,171
30,50,100,0.0,0.21627837216278373,0.6742846369743347,148
30,100,100,0.0,0.23768873112688732,0.709854006767273,132
30,250,100,0.0,0.2800032496750325,0.7541399002075195,73
30,500,100,0.0,0.31252499750025,,50
30,1000,100,0.0,0.3417033296670333,0.635145366191864,36
30,10,250,0.0,0.21812818718128188,0.5887575149536133,81
30,25,250,0.0,0.23486401359864015,0.6583878397941589,82
30,50,250,0.0,0.2358889111088891,0.6774981021881104,79
30,100,250,0.0,0.25192480751924806,0.7056246995925903,74
30,250,250,0.0,0.29145835416458354,0.7830917239189148,60
30,500,250,0.0,0.3160683931606839,0.7796207666397095,43
30,1000,250,0.0,0.3444030596940306,0.6506844758987427,33
30,10,500,0.0,0.23677632236776322,0.5676440000534058,52
30,25,500,0.0,0.24853139686031397,0.6111798286437988,48
30,50,500,0.0,0.26036146385361464,0.6677214503288269,45
30,100,500,0.0,0.2594365563443656,0.7042971849441528,45
30,250,500,4.2558713219102255e-17,0.30595065493450657,0.6376952528953552,39
30,500,500,0.0,0.3063818618138186,0.7708495259284973,38
30,1000,500,0.0,0.343496900309969,0.6807845234870911,28
30,10,1000,0.0,0.27804719528047195,0.6528015732765198,26
30,25,1000,0.0,0.29272697730226976,0.7190952301025391,25
30,50,1000,0.0,0.2902834716528347,0.7054204940795898,23
30,100,1000,0.0,0.2805969403059694,0.7286393642425537,25
30,250,1000,0.0,0.3077754724527547,0.653753399848938,24
30,500,1000,0.0,0.31865563443655637,0.8364419937133789,24
30,1000,1000,0.0,0.3432219278072193,0.7867760062217712,21
30,10,2500,0.0,0.3106814318568143,0.8001050353050232,14
30,25,2500,0.0,0.3125,0.8339730501174927,14
30,50,2500,0.0,0.29513923607639236,0.8304240703582764,14
30,100,2500,0.0,0.3056069393060694,0.8664216995239258,14
30,250,2500,4.394715439749695e-17,0.33365413458654136,0.7697306275367737,14
30,500,2500,0.0,0.3140935906409359,0.7706687450408936,13
30,1000,2500,0.0,0.3425844915508449,0.8306754231452942,12
30,10,5000,0.0,0.391023397660234,0.8615670204162598,9
30,25,5000,0.0,0.3552082291770823,0.6351127624511719,9
30,50,5000,0.0,0.3372850214978502,0.597449541091919,9
30,100,5000,0.0,0.34239076092390763,0.579704225063324,9
30,250,5000,0.0,0.40435331466853314,0.7442151308059692,9
30,500,5000,0.0,0.39866013398660133,0.7769594788551331,9
30,1000,5000,0.0,0.4097840215978402,0.8421914577484131,9
30,10,10000,0.0,0.4396310368963104,0.7913831472396851,6
30,25,10000,0.0,0.4575917408259174,0.8456003069877625,6
30,50,10000,0.0,0.4466990800919908,0.8046553730964661,6
30,100,10000,0.0,0.3380911908809119,0.5914776921272278,7
30,250,10000,-1.0100698332775372e-16,0.4559106589341066,0.8096511363983154,6
30,500,10000,0.0,0.4437806219378062,0.8177409172058105,6
30,1000,10000,0.0,0.5174482551744826,0.8020851016044617,5
30,10,15000,0.0,0.32183656634336566,0.854701817035675,4
30,25,15000,0.0,0.28285921407859216,0.3270062804222107,3
30,50,15000,0.0,0.3504774522547745,0.6582106947898865,3
30,100,15000,0.0,0.3158121687831217,0.7508516907691956,4
30,250,15000,0.0,0.30756299370062995,0.3663901388645172,3
30,500,15000,0.0,0.32328017198280173,0.3742552399635315,3
30,1000,15000,1.0180260551901907e-16,0.292539496050395,0.7327078580856323,3
30,10,20000,0.0,0.3921045395460454,0.5735065340995789,2
30,25,20000,0.0,0.28285921407859216,0.3270063102245331,3
30,50,20000,0.0,0.3504774522547745,0.6582107543945312,3
30,100,20000,0.0,0.30828792120787923,0.37571486830711365,3
30,250,20000,0.0,0.30756299370062995,0.3663902282714844,3
30,500,20000,0.0,0.32328017198280173,0.3742552697658539,3
30,1000,20000,1.0180260551901907e-16,0.292539496050395,0.7327079176902771,3
30,10,22000,0.0,0.3921045395460454,0.5735064744949341,2
30,25,22000,0.0,0.26824817518248173,0.5346242785453796,2
30,50,22000,0.0,0.3504774522547745,0.658210813999176,3
30,100,22000,0.0,0.30828792120787923,0.37571489810943604,3
30,250,22000,0.0,0.30756299370062995,0.3663901388645172,3
30,500,22000,0.0,0.32328017198280173,0.37425529956817627,3
30,1000,22000,1.0180260551901907e-16,0.292539496050395,0.7327077984809875,3
50,10,50,0.0,0.09795895410458955,0.5995640754699707,422
50,25,50,0.0,0.1252937206279372,0.6843340396881104,378
50,50,50,0.0,0.14777272272772723,0.7920512557029724,328
50,100,50,-1.9952920625083854e-17,0.16883936606339367,0.6499727368354797,179
50,250,50,0.0,0.18366288371162884,0.724180281162262,105
50,500,50,0.0,0.2014923507649235,0.7136881351470947,62
50,1000,50,0.0,0.2787158784121588,0.666638195514679,42
50,10,100,0.0,0.10345840415958404,0.5967215299606323,215
50,25,100,0.0,0.13407409259074093,0.6384190320968628,199
50,50,100,0.0,0.1474165083491651,0.682135820388794,177
